-0.3999  	0.11512  	-0.1324  	-0.0779  	-0.0343  	-0.5001  	0.55094  	-0.1632  	0.31124  	-0.0716  	0.58469  	0.09735  	-0.1057  	-1.0645  	-1.1566  	-0.0065  	0.72013  	1.47613  	1.04504  	0.87581  	-0.1393  	0.56651  	0.66916  	-0.0957  	0.31160  	0.15132  	-0.3912  	-0.2819  	0.16652  	0.02153  	-0.0822  	0.10626  	-0.1471  	0.03211  	0.19529  	0.02417  	-0.0245  	-0.0547  	-0.0819  	0.16211  	0.00529  	-0.0832  	-0.0601  	0.21433  	0.04544  	-0.0194  	0.01162  	-0.0098  	-0.0114  	-0.1357  	-0.1081  	-0.0589  	-0.0328  	-0.0369  	-0.0087  	-0.0027  	0.01005  	0.02989  	-0.0017  	-0.0453  	-0.0280  	0.03538  	0.08226  	0.01853  	0.21591  	0.01756  	-0.0837  	0.00044  	0.01732  	1.14248  	1.16511  	127.739  	109.447  	
-0.6262  	0.05782  	-0.1776  	-0.2169  	-0.0779  	-0.5702  	0.52858  	-0.1802  	0.26789  	-0.1302  	0.67303  	0.06026  	-0.1815  	-1.1749  	-1.2050  	-0.0294  	0.77260  	1.46222  	1.06311  	0.88872  	-0.0990  	0.52881  	0.69447  	-0.0730  	0.29103  	0.17646  	-0.3792  	-0.2966  	0.17457  	0.01175  	-0.0665  	0.12381  	-0.1621  	0.01290  	0.15632  	0.03106  	-0.0326  	-0.0516  	-0.0838  	0.18546  	-0.0050  	-0.0865  	-0.0886  	0.18761  	0.06586  	-0.0185  	0.01321  	-0.0192  	-0.0246  	-0.1376  	-0.1147  	-0.0498  	-0.0187  	-0.0406  	-0.0067  	-0.0055  	0.00251  	0.02348  	0.00526  	-0.0354  	-0.0191  	0.04856  	0.07258  	0.00362  	0.21408  	0.01852  	-0.0816  	-0.0007  	0.01821  	1.14513  	1.16511  	127.739  	109.447  	
-0.6102  	0.04002  	-0.1588  	-0.2737  	-0.0863  	-0.5904  	0.52911  	-0.1894  	0.27021  	-0.1088  	0.72336  	0.03870  	-0.1983  	-1.2442  	-1.1493  	-0.0311  	0.76429  	1.43494  	1.06301  	0.88561  	-0.0532  	0.51065  	0.71200  	-0.1057  	0.31633  	0.18116  	-0.3318  	-0.3328  	0.14060  	0.01755  	-0.0827  	0.11281  	-0.1609  	0.02220  	0.18662  	0.00710  	0.02501  	-0.0419  	-0.0931  	0.16457  	0.00338  	-0.0974  	-0.0931  	0.21486  	0.06882  	-0.0162  	0.00949  	-0.0448  	-0.0218  	-0.1443  	-0.1154  	-0.0551  	-0.0263  	-0.0393  	-0.0111  	-0.0035  	-0.0008  	0.02480  	0.00283  	-0.0383  	-0.0165  	0.04301  	0.07629  	0.00931  	0.21268  	0.01912  	-0.0800  	-0.0019  	0.01881  	1.14774  	1.16511  	127.739  	109.447  	
-0.4565  	0.06999  	-0.0847  	-0.1493  	-0.1312  	-0.4898  	0.52815  	-0.1151  	0.29530  	-0.0776  	0.63016  	0.02683  	-0.1759  	-1.2087  	-1.1473  	-0.0249  	0.79172  	1.46203  	1.06117  	0.88847  	-0.0637  	0.50929  	0.70068  	-0.1055  	0.37015  	0.15613  	-0.3162  	-0.3430  	0.17323  	0.02224  	-0.0883  	0.11952  	-0.1785  	-0.0109  	0.15963  	0.01322  	0.00012  	-0.0622  	-0.0571  	0.19090  	-0.0099  	-0.0952  	-0.1076  	0.21326  	0.07135  	-0.0148  	0.01300  	-0.0397  	-0.0199  	-0.1417  	-0.1055  	-0.0545  	-0.0269  	-0.0435  	-0.0096  	-0.0032  	0.00732  	0.02844  	0.00039  	-0.0396  	-0.0233  	0.04079  	0.07021  	0.01103  	0.21170  	0.01936  	-0.0789  	-0.0029  	0.01912  	1.15030  	1.16511  	127.739  	109.447  	
-0.3415  	0.14214  	-0.0251  	-0.0679  	-0.0911  	-0.2768  	0.55261  	-0.1001  	0.31255  	-0.0990  	0.38815  	0.10881  	-0.0811  	-1.0967  	-1.0458  	0.00878  	0.74342  	1.50516  	1.06873  	0.87823  	-0.1595  	0.60251  	0.68398  	-0.1743  	0.39361  	0.16458  	-0.3342  	-0.2223  	0.27403  	0.05820  	-0.0572  	0.11314  	-0.1868  	0.01413  	0.09592  	0.01768  	-0.1086  	-0.0769  	-0.0102  	0.22360  	0.01900  	-0.1043  	-0.0543  	0.22392  	0.05763  	-0.0233  	0.01107  	-0.0065  	-0.0165  	-0.1528  	-0.0993  	-0.0523  	-0.0256  	-0.0467  	-0.0168  	-0.0008  	0.00603  	0.01807  	0.00023  	-0.0353  	-0.0201  	0.03988  	0.07029  	0.01731  	0.21115  	0.01923  	-0.0783  	-0.0038  	0.01915  	1.15281  	1.16511  	127.739  	109.447  	
-0.2086  	0.18134  	-0.0101  	0.17197  	0.03902  	-0.2182  	0.55100  	-0.0692  	0.31065  	-0.1821  	0.30228  	0.20315  	-0.0646  	-1.1158  	-0.9600  	0.12748  	0.74121  	1.57402  	1.08508  	0.92324  	-0.2409  	0.57974  	0.64199  	-0.2112  	0.38711  	0.14855  	-0.4564  	-0.0899  	0.32828  	0.06169  	-0.0740  	0.10690  	-0.1833  	0.01978  	0.08380  	0.03129  	-0.1916  	-0.0924  	0.03920  	0.22589  	0.05173  	-0.1217  	-0.0362  	0.22005  	0.05251  	-0.0131  	0.00268  	0.01540  	-0.0177  	-0.1507  	-0.0938  	-0.0517  	-0.0218  	-0.0528  	-0.0173  	0.00216  	0.01201  	0.01585  	0.00661  	-0.0495  	-0.0205  	0.04048  	0.07063  	0.02041  	0.21103  	0.01873  	-0.0782  	-0.0046  	0.01889  	1.15528  	1.16511  	127.739  	109.447  	
0.01562  	0.25603  	0.06820  	0.61811  	0.31702  	0.00946  	0.56361  	-0.0935  	0.33723  	-0.3091  	0.06991  	0.25327  	-0.0332  	-0.9929  	-0.6546  	0.15942  	0.75366  	1.46692  	1.04844  	0.90472  	-0.2501  	0.55274  	0.58755  	-0.1761  	0.46748  	0.14026  	-0.3430  	-0.0979  	0.33428  	0.18579  	-0.1202  	0.12809  	-0.1761  	0.04888  	0.18080  	0.01259  	-0.1334  	-0.0672  	0.02059  	0.25336  	-0.0384  	-0.1043  	-0.0587  	0.20897  	0.04561  	-0.0078  	-0.0074  	-0.0003  	-0.0108  	-0.1459  	-0.0942  	-0.0563  	-0.0211  	-0.0438  	-0.0091  	0.01018  	0.01773  	0.01900  	0.00407  	-0.0419  	-0.0245  	0.03662  	0.07716  	0.01218  	0.21133  	0.01786  	-0.0786  	-0.0053  	0.01834  	1.15771  	1.16511  	127.739  	109.447  	
0.08838  	0.21172  	0.10928  	0.58465  	0.23287  	0.00739  	0.54228  	-0.1230  	0.30762  	-0.2835  	0.11272  	0.14815  	-0.0702  	-1.0436  	-0.7618  	0.20421  	0.72632  	1.46615  	1.04736  	0.86734  	-0.1904  	0.57274  	0.57532  	-0.1387  	0.49889  	0.10979  	-0.2858  	-0.2104  	0.28836  	0.13881  	-0.1576  	0.17103  	-0.1788  	0.04233  	0.21798  	0.04698  	-0.0811  	-0.0502  	-0.0156  	0.24562  	-0.0487  	-0.1051  	-0.0573  	0.25135  	0.04430  	-0.0248  	0.00136  	-0.0006  	-0.0126  	-0.1566  	-0.0858  	-0.0535  	-0.0245  	-0.0404  	-0.0107  	0.01126  	0.02085  	0.02333  	0.00614  	-0.0425  	-0.0291  	0.02988  	0.07704  	0.01160  	0.21209  	0.01545  	-0.0801  	-0.0052  	0.01654  	1.15689  	1.16511  	127.739  	109.447  	
0.11088  	0.16408  	0.16411  	0.52394  	0.24281  	-0.0940  	0.55100  	-0.1654  	0.29478  	-0.1702  	0.25906  	0.21627  	-0.1117  	-1.1622  	-1.0048  	0.29717  	0.70241  	1.47826  	1.08432  	0.84609  	-0.2575  	0.60161  	0.54907  	-0.0775  	0.52098  	0.09352  	-0.2417  	-0.2207  	0.28641  	0.13036  	-0.1726  	0.16507  	-0.2111  	0.01057  	0.23868  	0.12176  	-0.0513  	-0.0586  	-0.0510  	0.22541  	-0.0174  	-0.0882  	-0.0573  	0.24001  	0.05601  	-0.0179  	-0.0015  	0.00876  	-0.0024  	-0.1601  	-0.0811  	-0.0538  	-0.0187  	-0.0489  	-0.0073  	0.01433  	0.02383  	0.02978  	0.00535  	-0.0366  	-0.0351  	0.02758  	0.07292  	0.01149  	0.21250  	0.01339  	-0.0819  	-0.0057  	0.01563  	1.15590  	1.16511  	127.739  	109.447  	
0.00311  	0.16244  	0.15201  	0.34602  	0.18240  	-0.1295  	0.59847  	-0.1927  	0.30155  	-0.1542  	0.36469  	0.16014  	-0.1536  	-1.2167  	-1.1036  	0.30869  	0.73039  	1.51969  	1.07702  	0.87376  	-0.2621  	0.53377  	0.52340  	-0.1142  	0.50430  	0.09804  	-0.2594  	-0.1942  	0.27372  	0.11026  	-0.1612  	0.18544  	-0.2073  	0.02196  	0.20536  	0.15509  	-0.0651  	-0.0448  	-0.0304  	0.22031  	-0.0100  	-0.0823  	-0.0604  	0.23585  	0.06255  	-0.0197  	-0.0025  	0.00548  	0.00430  	-0.1541  	-0.0882  	-0.0481  	-0.0140  	-0.0344  	0.00107  	0.00550  	0.01288  	0.02491  	0.00560  	-0.0386  	-0.0295  	0.02040  	0.08400  	0.01175  	0.21435  	0.01143  	-0.0841  	-0.0065  	0.01482  	1.15986  	1.16511  	127.739  	109.447  	
